good	Fresh air is good for your health.	新鮮な空気は健康によい。
goodness	Her goodness was shown through years of volunteer work.	彼女の優しさは長年のボランティア活動に表れていた。
goods	The port handles goods from many countries.	その港は多くの国からの商品を扱う。
gorgeous	The room has a gorgeous view of the mountains.	その部屋からは山々の見事な景色が見える。
governor	The governor announced emergency support for farmers.	知事は農家への緊急支援を発表した。
grab	Grab the rail if the bus starts moving.	バスが動き出したら手すりをつかんでください。
grade	Teachers grade the written work using clear criteria.	教師は明確な基準で作文を採点する。
graduate	She plans to graduate from university next spring.	彼女は来春大学を卒業する予定だ。
grain	The bread is made with whole grain.	そのパンは全粒穀物で作られている。
grand	The ceremony took place in a grand hall.	式典は壮大なホールで行われた。
graphic	The report contains a graphic description of the disaster.	その報告書には災害の生々しい描写がある。
graphics	The game uses simple but attractive graphics.	そのゲームは簡潔で魅力的な画像を使っている。
grass	Please keep off the wet grass.	濡れた芝生に入らないでください。
greatly	Your advice greatly improved the final report.	あなたの助言で最終報告書が大いに改善した。
greenhouse	Tomatoes grow well in a warm greenhouse.	トマトは暖かい温室でよく育つ。
greet	Staff greet every visitor at the entrance.	職員は入口ですべての来場者にあいさつする。
grocery	A small grocery opened near our apartment.	私たちのアパートの近くに小さな食料品店が開いた。
ground	The children sat on the ground beneath the tree.	子どもたちは木の下の地面に座った。
guard	A security guard checked our tickets.	警備員が私たちの券を確認した。
guest	Each guest received a guide to the city.	客は一人ひとり市内案内を受け取った。
guide	This checklist will guide you through the application process.	この確認表が応募手続きを順に案内する。
guideline	The document provides a clear guideline for safe use.	その文書は安全な使用のための明確な指針を示している。
gun	The law places strict controls on gun ownership.	その法律は銃の所有を厳しく規制している。
guy	The guy at the front desk was very helpful.	受付の男性はとても親切だった。
habit	Reading before bed became a daily habit.	寝る前の読書が毎日の習慣になった。
habitat	Wetlands provide an important habitat for birds.	湿地は鳥にとって重要な生息地となる。
half	Only half of the participants completed the survey.	参加者の半数しか調査を完了しなかった。
hall	The graduation ceremony was held in the main hall.	卒業式は大ホールで行われた。
hand	Please hand the completed form to the receptionist.	記入済みの用紙を受付係に渡してください。
hang	Hang your coat on the hook by the door.	コートをドア脇のフックに掛けてください。
happily	The children played happily in the garden.	子どもたちは庭で楽しそうに遊んだ。
happiness	Close friendships can contribute to long-term happiness.	親しい友情は長期的な幸福につながりうる。
harbour	Fishing boats returned to the harbour before the storm.	漁船は嵐の前に港へ戻った。
hardly	I could hardly recognize the town after twenty years.	20年ぶりでその町をほとんど見分けられなかった。
hate	I hate wasting food that could be eaten.	私は食べられる物を無駄にするのが嫌いだ。
have	We have enough time to check the results again.	結果をもう一度確認する時間は十分にある。
head	She will head the new research team.	彼女が新しい研究チームを率いる。
headache	Working without a break gave me a headache.	休まずに働いたため頭痛がした。
headline	The election result became the main headline.	選挙結果が主要な見出しになった。
headquarters	The company moved its headquarters to Singapore.	その会社は本社をシンガポールへ移した。
heal	The cut should heal within a few days.	その切り傷は数日で治るはずだ。
healthcare	Rural areas need better access to healthcare.	農村地域には医療をより利用しやすくする必要がある。
hearing	Loud music can damage your hearing.	大音量の音楽は聴力を損なうことがある。
heart	Regular exercise helps keep your heart healthy.	定期的な運動は心臓を健康に保つ。
heat	Heat the soup slowly over a low flame.	弱火でスープをゆっくり温めてください。
heating	We turned on the heating when the temperature fell.	気温が下がったので暖房をつけた。
heaven	The clear mountain air felt like heaven.	澄んだ山の空気は天国のようだった。
heavily	It rained heavily throughout the night.	夜通し激しく雨が降った。
heavy	This box is too heavy for one person.	この箱は一人で運ぶには重すぎる。
heel	The back of the shoe rubbed against my heel.	靴の後ろがかかとに擦れた。
height	The tower reaches a height of eighty metres.	その塔は高さ80メートルに達する。
helicopter	A rescue helicopter landed near the village.	救助ヘリコプターが村の近くに着陸した。
hell	The trapped miners described the heat as hell.	閉じ込められた鉱員はその暑さを地獄のようだと表現した。
helmet	Always wear a helmet when riding a bicycle.	自転車に乗る時は必ずヘルメットを着けてください。
helpful	The staff gave us some helpful advice.	職員は私たちに役立つ助言をくれた。
hence	The road was flooded, hence the long delay.	道路が冠水したため、長い遅れが生じた。
herb	This herb adds a fresh taste to the sauce.	このハーブはソースに爽やかな味を加える。
hero	The nurse became a local hero after the rescue.	その看護師は救助後、地元の英雄になった。
hers	The red umbrella by the door is hers.	ドア脇の赤い傘は彼女のものだ。
herself	She taught herself how to repair bicycles.	彼女は自分で自転車の修理を学んだ。
hidden	The key was hidden beneath a loose stone.	鍵は動く石の下に隠されていた。
high	Demand for the new service remains high.	新サービスへの需要は高いままだ。
highway	A new highway connects the city and the airport.	新しい幹線道路が市内と空港を結んでいる。
hilarious	His account of the mistake was hilarious.	彼の失敗談はとてもおかしかった。
hill	The house stands on a hill above the town.	その家は町を見下ろす丘に建っている。
himself	He designed and built the table himself.	彼はそのテーブルを自分で設計し作った。
hip	She injured her hip in a skiing accident.	彼女はスキー事故で腰を痛めた。
his	That blue bicycle is his.	あの青い自転車は彼のものだ。
historian	A local historian explained the building's past.	地元の歴史家がその建物の過去を説明した。
historic	The leaders signed a historic peace agreement.	指導者たちは歴史的な和平合意に署名した。
historical	The drama is based on historical events.	その劇は歴史上の出来事に基づいている。
hit	Sales hit a record level in December.	売上は12月に記録的な水準に達した。
hockey	Our school hockey team practises twice a week.	学校のホッケーチームは週2回練習する。
hold	The hall can hold up to three hundred people.	そのホールは最大300人を収容できる。
hole	Water escaped through a hole in the pipe.	水が管の穴から漏れた。
hollow	The old tree was hollow inside.	その古い木は中が空洞だった。
holy	The temple is considered a holy place.	その寺院は神聖な場所と考えられている。
home	The home team won by a single point.	地元チームは1点差で勝った。
homeless	The charity provides meals for homeless people.	その慈善団体は住まいのない人に食事を提供する。
honest	Please give me an honest answer.	正直な答えをください。
honesty	Customers value honesty in business relationships.	顧客は取引関係で誠実さを重視する。
honour	The university will honour her contribution to science.	大学は彼女の科学への貢献を表彰する。
hook	Hang the bag on the hook behind the door.	かばんをドアの後ろのフックに掛けてください。
hope	We hope to complete the repairs by Friday.	金曜日までに修理を終えたいと思う。
hopefully	Hopefully, the weather will improve tomorrow.	うまくいけば明日は天気がよくなるだろう。
horrible	A horrible smell came from the kitchen.	台所からひどい臭いがした。
host	The city will host the international conference.	その都市が国際会議を開催する。
house	The old building will house a new library.	その古い建物には新しい図書館が入る。
housing	The region faces a serious shortage of housing.	その地域は深刻な住宅不足に直面している。
human	Clean water is a basic human need.	清潔な水は人間の基本的な必要だ。
humorous	The article takes a humorous look at office life.	その記事は職場生活をユーモラスに描いている。
humour	A little humour made the difficult meeting easier.	少しのユーモアで難しい会議が楽になった。
hunger	The program aims to reduce child hunger.	その制度は子どもの飢えを減らすことを目指す。
hunting	Hunting is strictly controlled in the national park.	国立公園では狩猟が厳しく規制されている。
hurry	There is no need to hurry; we have plenty of time.	急ぐ必要はない。時間は十分にある。
hurt	My shoulder still hurt the day after the fall.	転倒の翌日も肩が痛んだ。
hypothesis	The experiment did not support the original hypothesis.	実験は当初の仮説を裏付けなかった。
icon	The red icon indicates a connection problem.	赤いアイコンは接続上の問題を示す。
id	You must show a photo ID at reception.	受付で顔写真付き身分証明書を示す必要がある。
ideal	This quiet room is ideal for studying.	この静かな部屋は勉強に理想的だ。
identical	The two documents are almost identical.	その2つの文書はほぼ同一だ。
ill	Several passengers became ill during the voyage.	航海中に数人の乗客が具合を悪くした。
illness	The illness kept him away from work for a month.	その病気で彼は1か月仕事を休んだ。
illusion	The mirrors create an illusion of extra space.	鏡が空間が広いという錯覚を生む。
illustration	The book includes an illustration on every page.	その本は各ページに挿絵がある。
imaginary	The children invented an imaginary island.	子どもたちは架空の島を考え出した。
immigration	The debate focused on immigration policy.	討論は移民政策に集中した。
immune	Vaccination made most participants immune to the disease.	予防接種で参加者の大半がその病気への免疫を得た。
impatient	Customers became impatient with the long wait.	客は長い待ち時間にいら立った。
implement	The council plans to implement the changes next year.	議会は来年その変更を実施する予定だ。
implication	The decision has a serious implication for small businesses.	その決定は小企業に重大な影響を持つ。
importance	The course emphasizes the importance of regular review.	その講座は定期的な復習の重要性を強調する。
impose	The government may impose a limit on water use.	政府は水の使用に制限を課すかもしれない。
impossible	It is impossible to finish all this work today.	今日この仕事をすべて終えるのは不可能だ。
impressed	The visitors were impressed by the students' presentation.	来訪者は学生の発表に感心した。
incentive	The discount gives customers an incentive to order early.	割引は客に早く注文する動機を与える。
inch	Move the shelf an inch to the left.	棚を左へ1インチ動かしてください。
included	Breakfast and internet access are included in the price.	朝食とインターネット利用は料金に含まれている。
including	Ten people attended, including three local teachers.	地元の教師3人を含む10人が出席した。
incorporate	The design will incorporate several energy-saving features.	その設計はいくつかの省エネ機能を取り入れる。
incorrect	One incorrect figure changed the final total.	一つの誤った数字が最終合計を変えた。
index	Use the index to find the relevant section.	索引を使って関連する節を見つけてください。
indication	A rising temperature may be an indication of infection.	体温上昇は感染の兆候かもしれない。
indirect	We took an indirect route to avoid traffic.	渋滞を避けるため遠回りの道を通った。
indoor	The centre has an indoor swimming pool.	その施設には屋内プールがある。
indoors	We stayed indoors during the storm.	嵐の間は屋内にいた。
inevitably	A larger population will inevitably require more housing.	人口が増えれば必然的により多くの住宅が必要になる。
infer	From these results, we can infer that the method works.	この結果から、その方法が有効だと推論できる。
inflation	High inflation has increased the cost of food.	高いインフレで食費が増えた。
info	More info is available on the official website.	詳しい情報は公式サイトで入手できる。
informal	We had an informal discussion over lunch.	昼食を取りながら非公式の話し合いをした。
infrastructure	The city is investing in public transport infrastructure.	市は公共交通の基盤に投資している。
inhabitant	Every inhabitant received a warning message.	住民全員が警告メッセージを受け取った。
inherit	She will inherit the family business.	彼女は家業を引き継ぐ予定だ。
injured	Two injured hikers were taken to hospital.	負傷した登山者2人が病院へ運ばれた。
ink	The printer has run out of black ink.	プリンターの黒インクが切れた。
innovative	The award recognizes innovative teaching methods.	その賞は革新的な教授法を評価する。
input	We need input from users before changing the design.	設計を変える前に利用者の意見が必要だ。
inquiry	The committee opened an inquiry into the accident.	委員会は事故の調査を開始した。
insect	Each insect plays a role in the forest ecosystem.	昆虫はそれぞれ森林生態系で役割を果たす。
insert	Insert the card with the chip facing upwards.	チップを上向きにしてカードを差し込んでください。
inside	The keys were inside the top drawer.	鍵は一番上の引き出しの中にあった。
inspector	A safety inspector visited the factory.	安全検査官が工場を訪れた。
installation	Installation of the new system took two days.	新システムの設置には2日かかった。
instantly	The audience instantly recognized the song.	観客はその曲をすぐに聞き分けた。
instead	We cancelled the drive and took the train instead.	車で行くのをやめ、代わりに電車を使った。
instructor	The instructor demonstrated the correct technique.	指導者が正しい技術を実演した。
integrate	Schools should integrate technology into lessons carefully.	学校は慎重に技術を授業へ組み込むべきだ。
intellectual	The debate was an interesting intellectual challenge.	その討論は興味深い知的な挑戦だった。
intended	The medicine had the intended effect.	その薬は意図した効果を上げた。
interaction	The activity encourages interaction between students.	その活動は学生どうしの交流を促す。
interpretation	Her interpretation of the poem differed from mine.	彼女の詩の解釈は私のものと異なった。
interval	There will be a short interval between the talks.	講演の間に短い休憩がある。
introduction	The first unit is an introduction to academic writing.	第1単元は学術的な文章の入門だ。
invade	Foreign troops threatened to invade the country.	外国軍がその国へ侵攻すると脅した。
invasion	The invasion forced thousands to leave their homes.	侵攻で何千人もの人が家を離れた。
invent	Students were asked to invent a useful household tool.	学生は役立つ家庭用品を考案するよう求められた。
invention	The invention changed the way people communicated.	その発明は人々の意思疎通の方法を変えた。
investigation	A police investigation found evidence of fraud.	警察の調査で詐欺の証拠が見つかった。
investor	Each investor received a copy of the report.	投資家はそれぞれ報告書の写しを受け取った。
invite	We would like to invite you to the opening event.	開会イベントへご招待したいと思います。
iron	The bridge is built mainly from iron and stone.	その橋は主に鉄と石で造られている。
isolate	Researchers managed to isolate the cause of the fault.	研究者は不具合の原因を特定して切り離した。
isolated	The village remained isolated after the landslide.	土砂崩れ後、その村は孤立したままだった。
it	It is important to back up your files.	ファイルをバックアップすることが重要だ。
itself	The device turns itself off after ten minutes.	その装置は10分後に自動で電源が切れる。
jail	The court sent the offender to jail.	裁判所は犯罪者を刑務所へ送った。
jam	Heavy traffic created a long jam near the bridge.	交通量が多く橋の近くで長い渋滞が起きた。
jazz	The café hosts a live jazz performance on Fridays.	そのカフェでは金曜日にジャズの生演奏がある。
jet	A private jet landed at the small airport.	自家用ジェット機が小さな空港に着陸した。
jewellery	She keeps her jewellery in a locked drawer.	彼女は宝飾品を鍵付きの引き出しに保管している。
joint	The project is a joint effort by two universities.	その事業は2大学の共同の取り組みだ。
joke	He told a joke to relax the nervous audience.	彼は緊張した観客を和ませるため冗談を言った。
journalism	Accurate reporting is central to responsible journalism.	正確な報道は責任あるジャーナリズムの中心だ。
journalist	A journalist interviewed residents after the flood.	記者が洪水後に住民へ取材した。
joy	The children shouted with joy when the snow began.	雪が降り始めると子どもたちは喜びの声を上げた。
judgement	Good judgement is essential in an emergency.	緊急時には適切な判断が不可欠だ。
jump	The athlete can jump more than two metres.	その選手は2メートル以上跳べる。
jury	The jury reached a decision after three hours.	陪審員団は3時間後に評決へ達した。
key	Clear communication is key to successful teamwork.	明確な意思疎通はチーム成功の鍵だ。
keyboard	This keyboard is designed for use with tablets.	このキーボードはタブレット用に設計されている。
kick	He tried to kick the ball into the corner.	彼はボールを隅へ蹴り込もうとした。
kid	Every kid in the class received a book.	クラスの子ども全員が本を受け取った。
kill	The cold weather may kill young plants.	寒い天候で若い植物が枯れるかもしれない。
killing	The killing of protected animals is illegal.	保護動物の殺害は違法だ。
kind	It was kind of you to offer your help.	助けを申し出てくれて親切でした。
king	The king addressed the nation on television.	国王はテレビで国民に語りかけた。
kiss	She gave her daughter a kiss before school.	彼女は登校前に娘へキスをした。
kit	The emergency kit contains food, water, and a radio.	非常用品一式には食料、水、ラジオが入っている。
knee	He wore a support around his injured knee.	彼は痛めた膝にサポーターを着けていた。
knife	Use a sharp knife to slice the tomatoes.	よく切れるナイフでトマトを薄切りにしてください。
knock	Please knock before entering the office.	事務所へ入る前にノックしてください。
lab	The samples were sent to a lab for testing.	試料は検査のため研究室へ送られた。
labour	The project requires skilled labour.	その事業には熟練労働力が必要だ。
ladder	Use a stable ladder to reach the roof.	屋根へ上がるには安定したはしごを使ってください。
lady	An elderly lady asked me for directions.	年配の女性が私に道を尋ねた。
lake	The lake supplies drinking water to the city.	その湖は市へ飲料水を供給している。
lamp	A desk lamp provides enough light for reading.	机のランプは読書に十分な明かりを提供する。
land	The plane will land in about twenty minutes.	飛行機は約20分後に着陸する。
landing	The pilot made a smooth landing despite the wind.	操縦士は風にもかかわらず滑らかに着陸した。
lane	Stay in the left lane until the next exit.	次の出口まで左車線にいてください。
laptop	My laptop is light enough to carry every day.	私のノートパソコンは毎日持ち運べるほど軽い。
last	The battery should last for at least a week.	電池は少なくとも1週間もつはずだ。
later	We can discuss the details later.	詳細は後で話し合える。
laughter	The room filled with laughter after his story.	彼の話の後、部屋は笑い声で満ちた。
law	The new law protects customers' personal information.	新しい法律は顧客の個人情報を守る。
lawyer	She consulted a lawyer before signing the contract.	彼女は契約書に署名する前に弁護士へ相談した。
lay	Workers will lay new cables under the road.	作業員は道路の下に新しいケーブルを敷く。
lazy	It is lazy to copy another person's work.	他人の作品を写すのは怠慢だ。
leader	A good leader listens before making a decision.	よい指導者は決定前に人の話を聞く。
leading	She is a leading expert on renewable energy.	彼女は再生可能エネルギーの第一人者だ。
leaf	A single yellow leaf fell from the tree.	黄色い葉が一枚、木から落ちた。
leaflet	The clinic produced a leaflet about healthy eating.	診療所は健康的な食事についてのちらしを作った。
league	The team moved to the top of the league.	そのチームはリーグ首位に上がった。
learning	Active practice makes learning more effective.	能動的な練習は学習をより効果的にする。
least	This option causes the least environmental damage.	この選択肢が環境への被害を最も少なくする。
leave	The last bus will leave at eleven.	最終バスは11時に出発する。
legend	According to legend, treasure is hidden on the island.	伝説によると島に宝が隠されている。
lemon	Add a slice of lemon to the water.	水にレモンを一切れ加えてください。
lend	Could you lend me your notes until tomorrow?	明日までノートを貸してもらえますか。
lens	The camera lens needs careful cleaning.	カメラのレンズは丁寧に掃除する必要がある。
less	The new model uses less electricity.	新型は使う電気がより少ない。
licence	You need a licence to operate this vehicle.	この車両を運転するには免許が必要だ。
lie	A small village lies beyond the hills.	丘の向こうに小さな村がある。
lifestyle	Regular exercise is part of a healthy lifestyle.	定期的な運動は健康的な生活様式の一部だ。
lifetime	The journey was a once-in-a-lifetime experience.	その旅は一生に一度の経験だった。
lift	Can you help me lift this table?	このテーブルを持ち上げるのを手伝ってもらえますか。
light	Use this switch to light the entrance.	このスイッチで入口を照らしてください。
lighting	Good lighting makes the room easier to use.	よい照明でその部屋は使いやすくなる。
like	I would like more time to consider the offer.	その申し出を考える時間がもっと欲しい。
likewise	The first plan is expensive, and the second is likewise costly.	最初の案は高価で、2番目も同様に費用がかかる。
limitation	Cost is the main limitation of this technology.	費用がこの技術の主な制約だ。
line	Tall trees line both sides of the road.	高い木々が道路の両側に並んでいる。
lip	She cut her lip when she fell.	彼女は転んだ時に唇を切った。
listener	A careful listener notices changes in tone.	注意深い聞き手は口調の変化に気づく。
literary	The city holds an annual literary festival.	その都市は毎年文学祭を開く。
litre	The tank holds one litre of water.	その容器には1リットルの水が入る。
litter	Visitors are asked to take their litter home.	来訪者はごみを持ち帰るよう求められている。
little	There is little evidence to support the claim.	その主張を裏付ける証拠はほとんどない。
live	The interview will be broadcast live tonight.	そのインタビューは今夜生放送される。
lively	We had a lively discussion about the proposal.	その提案について活発な議論をした。
living	The cost of living has risen sharply.	生活費が急激に上昇した。
located	The hotel is located near the central station.	そのホテルは中央駅の近くに位置している。
lock	Remember to lock the door when you leave.	出る時にドアへ鍵をかけるのを忘れないでください。
logo	The new logo reflects the company's environmental goals.	新しいロゴは会社の環境目標を表している。
lonely	Working from home can sometimes feel lonely.	在宅勤務は時に孤独に感じられる。
long-term	The policy needs a long-term plan for funding.	その政策には長期的な資金計画が必要だ。
look	Take a close look at the figures in this column.	この列の数字をよく見てください。
lorry	A large lorry blocked the narrow road.	大型トラックが狭い道路をふさいだ。
lost	A volunteer helped us find our lost dog.	ボランティアが迷子の犬を見つけるのを助けてくれた。
lottery	She won a small prize in the local lottery.	彼女は地元の宝くじで小さな賞を当てた。
loud	The music was too loud for conversation.	音楽が大きすぎて会話できなかった。
loudly	Someone knocked loudly on the front door.	誰かが玄関のドアを大きな音でたたいた。
lovely	We spent a lovely afternoon by the river.	川辺ですてきな午後を過ごした。
low	Interest rates remain low this year.	今年は金利が低いままだ。
luck	We had good luck with the weather.	私たちは天候に恵まれた。
lucky	You were lucky to catch the final train.	最終電車に間に合って運がよかった。
lung	Smoking can cause serious lung disease.	喫煙は深刻な肺の病気を引き起こすことがある。
lyric	The song has a simple but powerful lyric.	その歌には簡潔で力強い歌詞がある。
mad	She was mad at me for missing the meeting.	彼女は私が会議を欠席したことに怒っていた。
magic	The performance combined music and magic.	その公演は音楽と手品を組み合わせていた。
magnificent	The palace offers a magnificent view of the city.	その宮殿からは街の壮大な景色が見える。
mail	Please mail the signed form to our office.	署名済みの用紙を当事務所へ郵送してください。
make	Small changes can make a big difference.	小さな変化が大きな違いを生むことがある。
make-up	The actor's make-up took more than an hour.	その俳優の化粧には1時間以上かかった。
making	Careful planning is essential to good decision-making.	慎重な計画は適切な意思決定に不可欠だ。
male	The survey included both male and female workers.	その調査には男女の労働者が含まれた。
mall	A new shopping mall opened beside the station.	駅のそばに新しいショッピングモールが開いた。
manager	The manager approved my request for leave.	管理者は私の休暇申請を承認した。
manner	She answered the complaint in a calm manner.	彼女は苦情に落ち着いた態度で答えた。
manufacture	The factory will manufacture batteries for electric cars.	その工場は電気自動車用の電池を製造する。
manufacturing	The region has a long history of car manufacturing.	その地域には自動車製造の長い歴史がある。
map	Researchers plan to map changes in the coastline.	研究者は海岸線の変化を地図化する予定だ。
marathon	She completed her first marathon last year.	彼女は昨年初めてマラソンを完走した。
margin	Write your comments in the right margin.	右の余白にコメントを書いてください。
mark	Use a pencil to mark the correct answer.	鉛筆で正解に印を付けてください。
marker	The red post serves as a boundary marker.	赤い柱が境界標識の役割を果たす。
market	The company plans to market the product overseas.	会社はその製品を海外で販売する予定だ。
marketing	The marketing campaign reached younger customers.	販売促進活動は若い顧客に届いた。
marriage	Their marriage has lasted for thirty years.	彼らの結婚生活は30年間続いている。
marry	They plan to marry in the autumn.	彼らは秋に結婚する予定だ。
martial	She has practised a martial art since childhood.	彼女は子どもの頃から武術を練習している。
mass	A mass of dark clouds covered the sky.	大量の黒い雲が空を覆った。
massive	The storm caused massive damage to the harbour.	嵐は港に甚大な被害をもたらした。
master	It takes years of practice to master this technique.	この技術を習得するには何年もの練習が必要だ。
matching	The twins wore matching blue jackets.	双子はおそろいの青い上着を着ていた。
mate	My old school mate now lives abroad.	昔の学友は今、海外に住んでいる。
material	The course material is available online.	講座の教材はオンラインで利用できる。
mathematics	Mathematics plays an important role in engineering.	数学は工学で重要な役割を果たす。
maths	Maths was my favourite subject at school.	数学は学校で一番好きな科目だった。
matter	Your opinion matters to the whole team.	あなたの意見はチーム全体にとって重要だ。
maximum	The room has a maximum capacity of fifty.	その部屋の最大収容人数は50人だ。
may	The delivery may arrive later than expected.	配達は予想より遅く到着するかもしれない。
mayor	The mayor opened the new community centre.	市長が新しい地域センターを開設した。
means	Email remains an efficient means of communication.	メールは効率的な意思疎通の手段であり続けている。
meanwhile	Dinner was cooking; meanwhile, we prepared the table.	夕食を調理する間に、私たちは食卓を準備した。
measure	The device can measure changes in air quality.	その装置は空気の質の変化を測定できる。
measurement	Each measurement was repeated three times.	各測定は3回繰り返された。
mechanic	A mechanic checked the engine for faults.	整備士がエンジンの不具合を調べた。
mechanical	A mechanical problem delayed the train.	機械の問題で電車が遅れた。
mechanism	The exact mechanism is not yet fully understood.	正確な仕組みはまだ完全には理解されていない。
medal	She won a gold medal in the final race.	彼女は最終レースで金メダルを獲得した。
media	The story received little attention in the media.	その話はメディアでほとんど注目されなかった。
medical	The patient needs immediate medical attention.	その患者には直ちに医療処置が必要だ。
medication	Take this medication after each meal.	この薬を毎食後に服用してください。
medicine	Modern medicine has greatly improved survival rates.	現代医学は生存率を大きく改善した。
medium	Choose a medium size if the large one is too loose.	大きいサイズが緩すぎるなら中サイズを選んでください。
melt	The snow will melt as the temperature rises.	気温が上がると雪は解ける。
membership	Annual membership includes free entry to exhibitions.	年会員資格には展示への無料入場が含まれる。
memorable	The final concert was a memorable experience.	最後の演奏会は忘れられない経験だった。
memory	Regular review strengthens long-term memory.	定期的な復習は長期記憶を強化する。
mental	Exercise can support both physical and mental health.	運動は身体と心の両方の健康を支える。
mention	She did not mention the change during the meeting.	彼女は会議中に変更について触れなかった。
mess	The kitchen was a mess after the party.	パーティー後、台所は散らかっていた。
metal	The frame is made from recycled metal.	その枠は再生金属でできている。
metaphor	The writer uses the sea as a metaphor for freedom.	作家は自由の比喩として海を使っている。
method	This method requires less time and fewer materials.	この方法は時間も材料も少なくて済む。
middle	A fountain stands in the middle of the square.	広場の中央に噴水がある。
might	The road might be closed because of snow.	雪のため道路が閉鎖されているかもしれない。
mild	The region enjoys mild weather in winter.	その地域は冬も穏やかな天候だ。
military	The government reduced military spending.	政府は軍事支出を減らした。
mind	Would you mind closing the window?	窓を閉めていただけますか。
mine	The seat by the window is mine.	窓際の席は私のものだ。
miner	The miner worked deep beneath the ground.	その鉱員は地下深くで働いた。
mineral	The water contains several useful mineral substances.	その水には複数の有用な鉱物質が含まれる。
minimum	Applicants need a minimum of two years' experience.	応募者には最低2年の経験が必要だ。
minister	The health minister announced a new program.	保健大臣は新しい制度を発表した。
minor	The accident caused only minor damage.	その事故の被害は軽微だった。
minority	Only a small minority opposed the proposal.	提案に反対したのは少数だけだった。
mirror	She checked her reflection in the mirror.	彼女は鏡で自分の姿を確認した。
miserable	Cold rain made the journey miserable.	冷たい雨で旅はつらいものになった。
missing	Police are searching for the missing child.	警察は行方不明の子どもを捜している。
mission	The team's mission is to provide clean water.	そのチームの使命は清潔な水を提供することだ。
modify	We may need to modify the design after testing.	試験後に設計を修正する必要があるかもしれない。
moreover	The route is shorter; moreover, it is safer.	その経路は短く、さらに安全だ。
mortgage	They took out a mortgage to buy their first home.	彼らは初めての家を買うため住宅ローンを組んだ。
multiple	The problem has multiple possible causes.	その問題には複数の原因が考えられる。
multiply	Warm conditions allow these bacteria to multiply quickly.	暖かい環境ではこの細菌が急速に増殖する。
narrative	The documentary presents a clear narrative of events.	その記録映画は出来事を明確な物語として示す。
neighbourhood	A new clinic opened in our neighbourhood.	近所に新しい診療所が開いた。
norm	Remote work has become the norm in some industries.	一部の業界では在宅勤務が標準になった。
nursing	She is studying nursing at college.	彼女は大学で看護学を学んでいる。
nutrition	Good nutrition is essential for children's growth.	よい栄養は子どもの成長に不可欠だ。
obesity	The campaign raises awareness of childhood obesity.	その運動は子どもの肥満への認識を高める。
observer	An independent observer attended the election count.	独立した監視員が開票に立ち会った。
occupation	Please state your occupation on the form.	用紙に職業を記入してください。
occupy	The new offices occupy the top three floors.	新しい事務所は上の3階を占めている。
offender	The court ordered the offender to pay a fine.	裁判所は違反者に罰金の支払いを命じた。
ongoing	The road remains closed because of ongoing repairs.	継続中の修理のため道路は閉鎖されたままだ。
organizer	The event organizer confirmed the final schedule.	主催者が最終日程を確認した。
outer	The outer wall protects the building from wind.	外壁が建物を風から守る。
outline	The introduction gives an outline of the argument.	序論は議論の概要を示す。
output	The factory increased its output without using more energy.	工場はエネルギーを増やさず生産量を上げた。
overall	The overall result was better than expected.	全体的な結果は予想よりよかった。
packet	She opened a packet of rice crackers.	彼女は米菓の小袋を開けた。
parliament	The bill will be debated in parliament next week.	その法案は来週議会で審議される。
participation	Student participation increased after the format changed.	形式変更後に学生の参加が増えた。
partnership	The two schools formed a research partnership.	その2校は研究提携を結んだ。
pattern	Researchers noticed a clear pattern in the data.	研究者はデータに明確なパターンを見つけた。
peer	She had to peer through the fog to see the sign.	彼女は標識を見るため霧の中をじっと見なければならなかった。
perceive	Customers may perceive the change as unfair.	顧客はその変更を不公平だと受け取るかもしれない。
percentage	A high percentage of residents supported the plan.	住民の高い割合がその計画を支持した。
perception	Advertising can influence our perception of quality.	広告は品質に対する認識へ影響を与えうる。
permanently	The factory closed permanently last winter.	その工場は昨冬、永久に閉鎖した。
petrol	The car was almost out of petrol.	その車はガソリンがほとんど切れていた。
placement	The course includes a six-week work placement.	その講座には6週間の職場実習が含まれる。
plot	The film has a simple but effective plot.	その映画は簡潔だが効果的な筋書きを持つ。
potentially	The error could be potentially dangerous.	その誤りは危険につながる可能性がある。
predictable	The ending was too predictable to be exciting.	結末は予想どおりすぎて刺激がなかった。
producer	A local producer supplies the restaurant with cheese.	地元の生産者がレストランへチーズを供給する。
progressive	The school introduced a progressive teaching program.	その学校は進歩的な教育制度を導入した。
psychological	Long isolation can have psychological effects.	長期の孤立は心理的影響をもたらすことがある。
psychologist	A psychologist helped the team manage stress.	心理学者がチームのストレス管理を助けた。
pub	We met for dinner at a pub near the station.	駅近くのパブで夕食を取った。
publishing	Digital technology has changed the publishing industry.	デジタル技術は出版業界を変えた。
racism	The organization campaigns against racism in sport.	その団体はスポーツ界の人種差別に反対する活動をしている。
radiation	The equipment measures radiation levels safely.	その装置は放射線量を安全に測定する。
rating	The hotel received a high rating from guests.	そのホテルは宿泊客から高い評価を得た。
reasonably	The meal was reasonably priced and well prepared.	その食事は適正な価格で、よく調理されていた。
rebuild	The community raised money to rebuild the school.	地域社会は学校再建のため資金を集めた。
recruitment	The company changed its recruitment process.	その会社は採用手続きを変更した。
recycle	We recycle glass, paper, and metal at home.	私たちは家庭でガラス、紙、金属を再利用する。
